Date,Actual_Close,Predicted_Close
2024-06-03,193.22604370117188,193.37983366908284
2024-06-04,194.7372283935547,192.77723908470608
2024-06-05,193.3552703857422,195.25515229073878
2024-06-06,195.7513427734375,194.00513621690808
2024-06-07,192.00314331054688,195.1435413133592
2024-06-10,205.9519805908203,191.6952645691469
2024-06-11,211.83778381347656,203.44650304860457
2024-06-12,213.00099182128906,216.10065941327355
2024-06-13,211.2611083984375,212.2591747750376
2024-06-14,215.4169464111328,211.40973685495027
2024-06-17,213.05067443847656,216.162811051818
2024-06-18,208.4673614501953,212.86697127948872
2024-06-20,206.2900390625,208.18292893492375
2024-06-21,206.93626403808594,207.52044231723454
2024-06-24,207.86090087890625,209.60007693425035
2024-06-25,212.01670837402344,209.4553182852833
2024-06-26,212.86181640625,212.35193454883517
2024-06-27,209.40191650390625,212.227951757221
2024-06-28,215.4964599609375,209.6071439939093
2024-07-01,218.99610900878906,215.22324350406194
2024-07-02,220.2687225341797,217.44414606994215
2024-07-03,225.031005859375,219.2473475266191
2024-07-05,226.50247192382812,224.3974299806964
2024-07-08,227.35748291015625,222.8102538450268
2024-07-09,231.63262939453125,226.47048491046638
2024-07-10,226.25392150878906,231.14738078431694
2024-07-11,229.2067108154297,225.48397728805045
2024-07-12,233.04440307617188,230.5258372268054
2024-07-15,233.4619903564453,232.5726150545445
2024-07-16,227.5563201904297,232.21397676841403
2024-07-17,222.8834991455078,227.1527303729478
2024-07-18,223.01275634765625,221.33707847578063
2024-07-19,222.66481018066406,223.8016315031098
2024-07-22,223.70870971679688,222.6499256846479
2024-07-23,217.276123046875,223.655664443334
2024-07-24,216.2322235107422,216.74188737567303
2024-07-25,216.69949340820312,215.1377185898131
2024-07-26,216.97787475585938,215.64761298248007
2024-07-29,217.5346221923828,216.60315089452124
2024-07-30,220.795654296875,216.02478727435442
2024-07-31,217.09716796875,221.49070343238063
2024-08-01,218.58848571777344,216.09299011660195
2024-08-02,208.0597381591797,221.7907932697716
2024-08-05,206.03152465820312,206.42518725898893
2024-08-06,208.60655212402344,203.85933260046093
2024-08-07,212.07638549804688,210.76043256466517
2024-08-08,214.98944091796875,208.74564935210955
2024-08-09,216.5222930908203,214.6844532826388
2024-08-12,220.24497985839844,217.56748808863298
2024-08-13,220.69288635253906,220.52887838217433
2024-08-14,223.6790008544922,220.87763247666751
2024-08-15,225.00283813476562,222.58224307935043
2024-08-16,224.8435821533203,225.1587210871422
2024-08-19,225.46067810058594,222.47463197664518
2024-08-20,225.35121154785156,225.7615309143067
2024-08-21,223.4898681640625,225.40319489083475
2024-08-22,225.78916931152344,223.53709141820252
2024-08-23,226.12759399414062,225.54738108098655
2024-08-26,226.97364807128906,223.50346509894345
2024-08-27,225.4407958984375,226.3290056739406
2024-08-28,228.72549438476562,226.3971357172043
2024-08-29,227.93917846679688,230.2805483895316
2024-08-30,221.738037109375,226.84773643811656
2024-09-03,219.82693481445312,220.71877893316295
2024-09-04,221.34982299804688,216.82307282259816
2024-09-05,219.79705810546875,223.76898403764906
2024-09-06,219.8866424560547,220.01072994979515
2024-09-09,219.09034729003906,216.3337647921839
2024-09-10,221.6285400390625,217.99994409117397
2024-09-11,221.738037109375,218.4104430160861
2024-09-12,221.4692840576172,219.8798317744896
2024-09-13,215.3179168701172,221.5065855749564
2024-09-16,215.7857208251953,213.74950158505828
2024-09-17,219.66766357421875,214.6933315095044
2024-09-18,227.80975341796875,220.85304504728413
2024-09-19,227.1428680419922,227.641225993627
2024-09-20,225.42088317871094,229.46128618344494
2024-09-23,226.3167266845703,226.67798159924655
2024-09-24,225.3213348388672,225.48080413065802
2024-09-25,226.46603393554688,225.09095001749589
2024-09-26,226.73477172851562,225.55610770058902
2024-09-27,231.92063903808594,227.3297177440378
2024-09-30,225.162109375,231.16437475193794
2024-10-01,225.7294464111328,223.0487916048525
2024-10-02,224.6245880126953,223.38718895588815
2024-10-03,225.74935913085938,223.84399267151812
2024-10-04,220.6630401611328,223.41191054013046
2024-10-07,224.72412109375,221.48539912482252
2024-10-08,228.47666931152344,223.787978123155
2024-10-09,227.97898864746094,227.5724387658278
2024-10-10,226.49588012695312,227.714301498449
2024-10-11,230.228515625,226.62151062349446
2024-10-14,232.76669311523438,230.16707077595757
2024-10-15,230.70628356933594,234.58100204467195
2024-10-16,231.07456970214844,229.42723909778104
2024-10-17,233.91136169433594,230.01296212940318
2024-10-18,235.38450622558594,233.1709730601531
2024-10-21,234.76739501953125,235.48645757042877
2024-10-22,229.6909942626953,233.5839171425521
2024-10-23,229.5019073486328,227.75080187168803
2024-10-24,230.33799743652344,228.25504130039926
2024-10-25,232.31878662109375,231.47879597627113
2024-10-28,232.58753967285156,232.8220876466497
2024-10-29,229.03407287597656,232.45310986277988
2024-10-30,224.8634796142578,229.4010291547265
2024-10-31,221.8773651123047,224.96615036470095
2024-11-01,220.98153686523438,222.95610525655496
2024-11-04,222.4148712158203,220.37297346251054
2024-11-05,221.68824768066406,222.05821796794973
2024-11-06,226.42620849609375,223.1394809589335
2024-11-07,226.15716552734375,226.3371493530828
2024-11-08,223.4368133544922,227.03584202830612
2024-11-11,223.4368133544922,221.51480031307818
2024-11-12,224.3236541748047,223.65018200027652
2024-11-13,227.41270446777344,224.3042840444846
2024-11-14,224.2041015625,227.48235282882825
2024-11-15,227.21340942382812,224.14729494247663
2024-11-18,227.4724884033203,228.14855875671427
2024-11-19,228.18994140625,228.60200279858887
2024-11-20,227.71165466308594,226.7981789456492
2024-11-21,229.05686950683594,226.15587119652432
2024-11-22,232.04624938964844,229.59424250961683
2024-11-25,234.228515625,230.61212733271515
2024-11-26,234.0989532470703,234.51417750406196
2024-11-27,236.490478515625,234.18157441829695
2024-11-29,238.74246215820312,235.71994791773764
2024-12-02,241.79165649414062,239.31929326730474
2024-12-03,242.150390625,240.59099111076026
2024-12-04,242.18026733398438,241.5948183555332
2024-12-05,241.98097229003906,241.9272447946995
2024-12-06,245.8771514892578,242.79540714506814
2024-12-09,246.8935546875,245.35176698399033
2024-12-10,245.6180877685547,245.71900161249204
2024-12-11,247.08287048339844,247.821591750754
2024-12-12,247.2522735595703,246.4695121465497
2024-12-13,250.1519775390625,246.72741441878472
2024-12-16,252.58334350585938,249.65012034477047
2024-12-17,247.1725616455078,252.04844862730815
2024-12-18,248.90640258789062,248.7157396941495
2024-12-19,253.58978271484375,249.9634684929318
2024-12-20,254.3670196533203,250.53468236274307
2024-12-23,257.28668212890625,253.44667071895782
2024-12-24,258.1037292480469,256.7050761674634
2024-12-26,254.6858673095703,258.40140968892115
2024-12-27,251.30787658691406,253.01866342877565
